timestamp,vibration,temperature,pressure,rotational_speed,failure
2023-01-01 00:00:00,0.5496714153011233,67.88120158988649,27.964515808538334,1485.657678354107,0
2023-01-01 01:00:00,0.4861735698828815,67.73292945808073,29.08350161083904,1496.734409625969,0
2023-01-01 02:00:00,0.5647688538100692,61.021784136849924,28.20785681686457,1506.4294878587582,0
2023-01-01 03:00:00,0.6523029856408026,68.3495490414928,30.331254140838357,1594.686146164618,0
2023-01-01 04:00:00,0.4765846625276664,73.66414540910873,33.59153559438574,1425.2782691513257,0
2023-01-01 05:00:00,0.4765863043050819,63.62883940461602,27.686873528576385,1415.365300848734,0
2023-01-01 06:00:00,0.6579212815507391,75.24241325525296,33.00246149330524,1623.6619742142975,0
2023-01-01 07:00:00,0.5767434729152909,72.43887410542169,27.654983782959338,1453.7355258118703,0
2023-01-01 08:00:00,0.4530525614065048,66.32883339014481,27.45711836250935,1373.6964646422934,0
2023-01-01 09:00:00,0.5542560043585965,69.29235181331076,32.45578385502964,1451.487005790013,0
2023-01-01 10:00:00,0.4536582307187538,77.99160903820517,32.76580913402285,1466.9947264756,0
2023-01-01 11:00:00,0.4534270246429743,73.66773906752933,32.554229810287964,1655.4962727725765,0
2023-01-01 12:00:00,0.5241962271566034,70.04391827449074,26.052607775345578,1592.4826212376738,0
2023-01-01 13:00:00,0.3086719755342202,68.81158341519507,28.602147065783846,1614.7520616632241,0
2023-01-01 14:00:00,0.3275082167486967,70.38304535225829,32.468965776009966,1581.9973642346786,0
2023-01-01 15:00:00,0.4437712470759027,67.44118221028849,30.124625521691684,1594.6243671615314,0
2023-01-01 16:00:00,0.39871688796655763,59.476252471404926,26.778921461407606,1431.1917873419682,0
2023-01-01 17:00:00,0.5314247332595274,80.21088955267365,31.374953817376326,1480.1397844646515,1
2023-01-01 18:00:00,0.4091975924478789,70.77662499599701,27.85557822302559,1401.0084686976452,0
2023-01-01 19:00:00,0.3587696298664709,71.99073632561269,35.383574545176636,1478.9511969462967,0
2023-01-01 20:00:00,0.6465648768921555,69.71046125061545,34.63452438725478,1568.410499093474,0
2023-01-01 21:00:00,0.47742236995134646,66.32441599637706,31.812292279066703,1513.4583284812247,0
2023-01-01 22:00:00,0.5067528204687923,69.07037759525615,34.08302011430932,1631.1480818960295,0
2023-01-01 23:00:00,0.3575251813786543,62.003026189028446,30.194374050370143,1385.858420777278,0
2023-01-02 00:00:00,0.44556172754748175,81.38543249026652,32.29631248312505,1550.023835069824,1
2023-01-02 01:00:00,0.5110922589709866,63.82744000788802,34.433160885906226,1375.1697198130682,0
2023-01-02 02:00:00,0.3849006422577697,64.8401685807641,30.73649604538294,1509.4176469173642,0
2023-01-02 03:00:00,0.5375698018345672,67.798703978068,29.234438485457147,1574.0333422556478,0
2023-01-02 04:00:00,0.4399361310081195,76.44037862426188,24.88613412546865,1478.549743317578,0
2023-01-02 05:00:00,0.4708306250206723,70.07254499631327,29.750599422835517,1555.1126604086955,0
2023-01-02 06:00:00,0.4398293387770603,63.81932101984769,32.47026955368693,1404.0267665167066,0
2023-01-02 07:00:00,0.6852278184508938,76.2716918037867,32.83690028270289,1333.6310021803617,0
2023-01-02 08:00:00,0.4986502775262066,73.65500313392741,31.51309519715523,1555.7029622487803,0
2023-01-02 09:00:00,0.39422890710440994,72.69217478608226,28.37610271511328,1674.4010234075733,0
